X,Y,ID,FacilityNbr,FacilityStatus,FacilityName,LicenseType,StreetNbr,StreetName,City,State,Zip,County,OBLicenseNbr,OBBusinessName,OBFName,OBLName,OBTitle,OBAddress,OBAddress2,OBCity,OBState,OBZip,OBPhone1,OBPhone2,OBFax,Date_Opened,Date_Closed,Latitude,Longitude,Addr1,Addr2,F28,Bing,Type_,FFStationNetwork,FFStationNbr,StationNetwork,StationNbr,Geographic_Region,ACO,ACO_Name,ACO_PhoneNbr,DSE,DSE_Name,DSE_PhoneNbr,Field_FLSO,FLSO_Name,FLSO_PhoneNbr,SenateDistrict,AssemblyDistrict,CongressionalDistrict,Alirts_Facility_id,RCO,RCO_Name,RCO_PhoneNbr,PT1,PT1FullName,PT2,PT2FullName,RESPONSIBLE_REGION,ProposedBldgs,ObjectId
-13041933.7587951,3862345.19856884,516,12339,A,Scripps Mercy Hospital,General Acute Care,4077,5th Ave.,San Diego,CA,92103,San Diego,OB12339,SCRIPPS MERCY HOSPITAL,NullValue,NullValue,NullValue,4077 Fifth Avenue,NullValue,San Diego,CA,92103,6192607130,NullValue,6196863530,1946/01/01 00:00:00+00,1800/01/01 00:00:00+00,32.7513428,-117.1576843,"4077, 5th Ave., San Diego, CA, 92103","4077 5th Ave., San Diego, CA 92103",,,,,,,,South Region,TSHANKS,Thomas Shanks,8184706934,CCHU,Chung-Chi Chu,2138048741,DSUMMERS,Donald Summers,2138048188,39,78,50,395,MMARRS,Michael Marrs,9162842672,LAPT1,PT Intake LA,LAPT2,PT Closure LA,South Region,N,618
-13041667.081823,3868223.40817008,517,12340,A,Sharp Mesa Vista Hospital,Acute Psychiatric Hospital,7850,Vista Hill Ave.,San Diego,CA,92123,San Diego,OB12340,SHARP MESA VISTA HOSPITAL,NullValue,NullValue,NullValue,7850 Vista Hill Avenue,NullValue,San Diego,CA,92123,8582784110,NullValue,NullValue,1962/09/01 00:00:00+00,1800/01/01 00:00:00+00,32.795742,-117.1552887,"7850, Vista Hill Ave., San Diego, CA, 92123","7850 Vista Hill Ave., San Diego, CA 92123",,,,,,,,South Region,TSHANKS,Thomas Shanks,8184706934,CCHU,Chung-Chi Chu,2138048741,DSUMMERS,Donald Summers,2138048188,39,78,51,396,MMARRS,Michael Marrs,9162842672,LAPT1,PT Intake LA,LAPT2,PT Closure LA,South Region,N,619
-13029294.5104146,3865420.5157415,518,12344,A,Alvarado Parkway Institute Behavioral Healthsystem,Acute Psychiatric Hospital,7050,Parkway Dr.,La Mesa,CA,91942,San Diego,OB12344,ALVARADO PARKWAY INSTITUTE BEHAVIORAL HEALTHSYSTEM,NullValue,NullValue,NullValue,7050 Parkway Dr,NullValue,La Mesa,CA,91942,6194654411,NullValue,NullValue,1959/09/30 00:00:00+00,1800/01/01 00:00:00+00,32.774574,-117.044144,"7050, Parkway Dr., La Mesa, CA, 91942","7050 Parkway Dr., La Mesa, CA 91942",,,,,,,,South Region,TSHANKS,Thomas Shanks,8184706934,CCHU,Chung-Chi Chu,2138048741,DSUMMERS,Donald Summers,2138048188,39,79,51,397,MMARRS,Michael Marrs,9162842672,LAPT1,PT Intake LA,LAPT2,PT Closure LA,South Region,N,620
-13033467.9894439,3853428.22633881,521,12348,A,Paradise Valley Hospital,General Acute Care,2400,East Fourth Street,National City,CA,91950,San Diego,OB12348,PARADISE VALLEY HOSPITAL,NullValue,NullValue,NullValue,2400 East Fourth Street,NullValue,National City,CA,91950,6194704290,NullValue,NullValue,1966/03/29 00:00:00+00,1800/01/01 00:00:00+00,32.683949,-117.081635,"2400, East Fourth Street, National City, CA, 91950","2400 East Fourth Street, National City, CA 91950",,,,,,,,South Region,TSHANKS,Thomas Shanks,8184706934,CCHU,Chung-Chi Chu,2138048741,DSUMMERS,Donald Summers,2138048188,18,80,52,399,MMARRS,Michael Marrs,9162842672,LAPT1,PT Intake LA,LAPT2,PT Closure LA,South Region,N,623
-13042764.1688006,3862673.28753587,523,12359,A,UC San Diego Health Hillcrest - Hillcrest Medical Center,General Acute Care,200,W. Arbor Dr.,San Diego,CA,92103,San Diego,OB12359,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER,NullValue,NullValue,NullValue,200 West Arbor Drive,NullValue,San Diego,CA,92103,8582460599,NullValue,8585344363,1953/07/01 00:00:00+00,1800/01/01 00:00:00+00,32.7538215,-117.165144,"200, W. Arbor Dr., San Diego, CA, 92103","200 W. Arbor Dr., San Diego, CA 92103",,,,CSMIP,3743,CSMIP,3743,South Region,TSHANKS,Thomas Shanks,8184706934,CCHU,Chung-Chi Chu,2138048741,DSUMMERS,Donald Summers,2138048188,39,78,50,403,MMARRS,Michael Marrs,9162842672,LAPT1,PT Intake LA,LAPT2,PT Closure LA,South Region,N,625
-13049181.4480141,3880070.76253258,524,12363,A,Scripps Memorial Hospital - La Jolla,General Acute Care,9888,Genesee Avenue,La Jolla,CA,92037,San Diego,OB12363,Scripps Memorial Hospital - La Jolla,NullValue,NullValue,NullValue,9888 Genesee Avenue,NullValue,La Jolla,CA,92037,6194576102,NullValue,,1964/05/03 00:00:00+00,1800/01/01 00:00:00+00,32.8851599,-117.2227914,"9888, Genesee Avenue, La Jolla, CA, 92037","9888 Genesee Avenue, La Jolla, CA 92037",,,,CSMIP,3539,CSMIP,3538,South Region,JFARAG,Joseph Farag,9165484443,CCHU,Chung-Chi Chu,2138048741,DSUMMERS,Donald Summers,2138048188,40,77,50,400,MMARRS,Michael Marrs,9162842672,LAPT1,PT Intake LA,LAPT2,PT Closure LA,South Region,N,626
-13041652.3987821,3868819.77092894,525,12364,A,Sharp Memorial Hospital,General Acute Care,7901,Frost St.,San Diego,CA,92123,San Diego,OB12364,Sharp Memorial Hospital,NullValue,NullValue,NullValue,7901 Frost Street,NullValue,San Diego,CA,92123,6195413400,NullValue,,1974/11/01 00:00:00+00,1800/01/01 00:00:00+00,32.8002452,-117.1551568,"7901, Frost St., San Diego, CA, 92123","7901 Frost St., San Diego, CA 92123",,,,CSMIP,3544,CSMIP,3546,South Region,TSHANKS,Thomas Shanks,8184706934,CCHU,Chung-Chi Chu,2138048741,DSUMMERS,Donald Summers,2138048188,39,78,51,388,MMARRS,Michael Marrs,9162842672,LAPT1,PT Intake LA,LAPT2,PT Closure LA,South Region,N,627
-13056976.9070515,3919712.5937804,526,12372,A,Tri-City Medical Center,General Acute Care,4002,Vista Way,Oceanside,CA,92056,San Diego,OB12372,TRI-CITY MEDICAL CENTER,NullValue,NullValue,NullValue,4002 Vista Way,NullValue,Oceanside,CA,92056,7607248411,NullValue,7609404050,1961/07/11 00:00:00+00,1800/01/01 00:00:00+00,33.1837005,-117.2928192,"4002, Vista Way, Oceanside, CA, 92056","4002 Vista Way, Oceanside, CA 92056",,,,,,,,South Region,DWOLFE,Daniel Wolfe,2139440519,CCHU,Chung-Chi Chu,2138048741,DSUMMERS,Donald Summers,2138048188,38,74,49,402,MMARRS,Michael Marrs,9162842672,LAPT1,PT Intake LA,LAPT2,PT Closure LA,South Region,N,628
-13629355.9916442,4546735.32140897,531,12416,A,California Pacific Medical Center - Davies Campus Hospital,General Acute Care,601,Duboce Ave,San Francisco,CA,94117,San Francisco,OB12416,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL,NullValue,NullValue,NullValue,P.O. Box 7999,NullValue,San Francisco,CA,94120,4156006000,NullValue,4156008666,1946/01/01 00:00:00+00,1800/01/01 00:00:00+00,37.768225,-122.434588,"601, Duboce Ave, San Francisco, CA, 94117","601 Duboce Ave, San Francisco, CA 94117",,,,,,,,Coastal Region,PCARROLL,Patrick Carroll,9169952073,SGROSS,Shane Gross,5109672305,JTRUMBAUER,Joshua Trumbauer,9164408332,11,17,11,425,RGEORGE,Richard George,9166283996,SACPT1,PT Intake Sac,SACPT2,PT Closure Sac,Coastal Region,N,633
-13320575.7394281,4416474.66667223,701,16116,A,Clovis Community Medical Center,General Acute Care,2755,Herndon Ave,Clovis,CA,93611,Fresno,OB16116,CLOVIS COMMUNITY MEDICAL  CENTER,NullValue,NullValue,NullValue,2755 Herndon Ave,NullValue,Clovis,CA,93611,5593234000,NullValue,5593244719,1988/12/15 00:00:00+00,1800/01/01 00:00:00+00,36.8374579,-119.6607678,"2755, Herndon Ave, Clovis, CA, 93611","2755 Herndon Ave, Clovis, CA 93611",,,,,,,,Central Region,GCHRISTIANSEN,George Christiansen,9094969509,DMAYER,Douglas Mayer,9165297701,ABILLIET,Adam Billiet,9162046950,12,8,20,50,KJANSEN,Kip Jansen,9162020047,SACPT1,PT Intake Sac,SACPT2,PT Closure Sac,Central Region,N,637
-13628908.988229,4541033.17487142,535,12426,A,Jewish Home & Rehab Center,Acute Psychiatric Hospital,302,Silver Ave,San Francisco,CA,94112,San Francisco,OB12426,JEWISH HOME & REHAB CENTER,NullValue,NullValue,NullValue,302 Silver Avenue,NullValue,San Francisco,CA,94112,4154692210,NullValue,NullValue,1987/05/01 00:00:00+00,1800/01/01 00:00:00+00,37.7277222,-122.4305725,"302, Silver Ave, San Francisco, CA, 94112","302 Silver Ave, San Francisco, CA 94112",,,,,,,,Coastal Region,PCARROLL,Patrick Carroll,9169952073,SGROSS,Shane Gross,5109672305,JTRUMBAUER,Joshua Trumbauer,9164408332,11,17,15,419,RGEORGE,Richard George,9166283996,SACPT1,PT Intake Sac,SACPT2,PT Closure Sac,Coastal Region,N,638
-13630317.9812878,4548720.67203369,536,12430,A,Kaiser Foundation Hospital - San Francisco,General Acute Care,2425,Geary Blvd.,San Francisco,CA,94115,San Francisco,OB12430,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,NullValue,NullValue,NullValue,"1800 Harrison St., 19th Floor",NullValue,Oakland,CA,94612,5109872122,NullValue,5108735059,1954/02/16 00:00:00+00,1800/01/01 00:00:00+00,37.7823219,-122.4432297,"2425, Geary Blvd., San Francisco, CA, 94115","2425 Geary Blvd., San Francisco, CA 94115",,,,CSMIP,58718,CSMIP,58718,Coastal Region,PCARROLL,Patrick Carroll,9169952073,SGROSS,Shane Gross,5109672305,JTRUMBAUER,Joshua Trumbauer,9164408332,11,19,11,420,RGEORGE,Richard George,9166283996,SACPT1,PT Intake Sac,SACPT2,PT Closure Sac,Coastal Region,N,639
-13632045.8156322,4543829.26214483,537,12432,A,Laguna Honda Hospital & Rehabilitation Center,General Acute Care,375,Laguna Honda Blvd.,San Francisco,CA,94116,San Francisco,OB12432,LAGUNA HONDA HOSPITAL & REHABILITATION CENTER,NullValue,NullValue,NullValue,375 Laguna Honda Blvd,NullValue,San Francisco,CA,94116,4157592367,NullValue,4157592374,1953/07/01 00:00:00+00,1800/01/01 00:00:00+00,37.7475858,-122.4587511,"375, Laguna Honda Blvd., San Francisco, CA, 94116","375 Laguna Honda Blvd., San Francisco, CA 94116",,,,,,,,Coastal Region,PCARROLL,Patrick Carroll,9169952073,SGROSS,Shane Gross,5109672305,JTRUMBAUER,Joshua Trumbauer,9164408332,11,17,11,421,RGEORGE,Richard George,9166283996,SACPT1,PT Intake Sac,SACPT2,PT Closure Sac,Coastal Region,N,640
-13631824.7128596,4546108.38421737,538,12433,A,Langley Porter Psychiatric Institute,Acute Psychiatric Hospital,401,Parnassus Avenue,San Francisco,CA,94143,San Francisco,OB12433,Langley Porter Psychiatric Institute,NullValue,NullValue,NullValue,401 Parnassus Avenue,NullValue,San Francisco,CA,94143,4154767597,NullValue,,1943/01/01 00:00:00+00,1800/01/01 00:00:00+00,37.7637729,-122.4567649,"401, Parnassus Avenue, San Francisco, CA, 94143","401 Parnassus Avenue, San Francisco, CA 94143",,,,,,,,Coastal Region,PCARROLL,Patrick Carroll,9169952073,SGROSS,Shane Gross,5109672305,JTRUMBAUER,Joshua Trumbauer,9164408332,11,19,11,422,RGEORGE,Richard George,9166283996,SACPT1,PT Intake Sac,SACPT2,PT Closure Sac,Coastal Region,N,641
-13629838.9735189,4549082.81622845,539,12443,A,UCSF Medical Center at Mount Zion,General Acute Care,1600,Divisadero Street,San Francisco,CA,94115,San Francisco,OB12443,UCSF MEDICAL CENTER-MT. ZION,NullValue,NullValue,NullValue,1600 Divasadero Street,NullValue,San Francisco,CA,94115,NullValue,NullValue,NullValue,1946/01/01 00:00:00+00,1800/01/01 00:00:00+00,37.784893,-122.4389267,"1600, Divisadero Street, San Francisco, CA, 94115","1600 Divisadero Street, San Francisco, CA 94115",,,,,,,,Coastal Region,PCARROLL,Patrick Carroll,9169952073,SGROSS,Shane Gross,5109672305,JTRUMBAUER,Joshua Trumbauer,9164408332,11,19,11,423,RGEORGE,Richard George,9166283996,SACPT1,PT Intake Sac,SACPT2,PT Closure Sac,Coastal Region,N,642
-13627344.582029,4549750.19121519,540,12457,A,Saint Francis Memorial Hospital,General Acute Care,900,Hyde St,San Francisco,CA,94109,San Francisco,OB12457,SAINT FRANCIS MEMORIAL HOSPITAL,NullValue,NullValue,NullValue,900 Hyde Street,NullValue,San Francisco,CA,94109,4153536688,NullValue,NullValue,1946/01/01 00:00:00+00,1800/01/01 00:00:00+00,37.7896309,-122.4165192,"900, Hyde St, San Francisco, CA, 94109","900 Hyde St, San Francisco, CA 94109",,,,,,,,Coastal Region,PCARROLL,Patrick Carroll,9169952073,SGROSS,Shane Gross,5109672305,JTRUMBAUER,Joshua Trumbauer,9164408332,11,17,11,427,RGEORGE,Richard George,9166283996,SACPT1,PT Intake Sac,SACPT2,PT Closure Sac,Coastal Region,N,643
-13631561.5869792,4547506.6913985,543,12460,A,St. Mary's Medical Center,General Acute Care,450,Stanyan St,San Francisco,CA,94117,San Francisco,OB12460,ST. MARY'S MEDICAL CENTER,NullValue,NullValue,NullValue,450 Stanyan Street,NullValue,San Francisco,CA,94117,4157505774,NullValue,4156684531,1946/01/01 00:00:00+00,1800/01/01 00:00:00+00,37.7737024,-122.4544012,"450, Stanyan St, San Francisco, CA, 94117","450 Stanyan St, San Francisco, CA 94117",,,,,,,,Coastal Region,PCARROLL,Patrick Carroll,9169952073,SGROSS,Shane Gross,5109672305,JTRUMBAUER,Joshua Trumbauer,9164408332,11,19,11,429,RGEORGE,Richard George,9166283996,SACPT1,PT Intake Sac,SACPT2,PT Closure Sac,Coastal Region,N,646
-13626072.3227007,4544962.95290562,545,12463,A,Priscilla Chan And Mark Zuckerberg San Francisco General Hospital And Trauma Center,General Acute Care,1001,Potrero Ave,San Francisco,CA,94110,San Francisco,OB12463,PRISCILLA CHAN AND MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL AND TRAUMA CENTER,NullValue,NullValue,NullValue,1001 Potrero Avenue,NullValue,San Francisco,CA,94110,4152068550,NullValue,NullValue,1953/07/01 00:00:00+00,1800/01/01 00:00:00+00,37.7556381,-122.4050903,"1001, Potrero Ave, San Francisco, CA, 94110","1001 Potrero Ave, San Francisco, CA 94110",,,,CSMIP,58575,CSMIP,58574,Coastal Region,PCARROLL,Patrick Carroll,9169952073,SGROSS,Shane Gross,5109672305,JTRUMBAUER,Joshua Trumbauer,9164408332,11,17,11,426,RGEORGE,Richard George,9166283996,SACPT1,PT Intake Sac,SACPT2,PT Closure Sac,Coastal Region,N,648
-13631942.3886933,4546014.47573738,547,12476,A,UCSF Medical Center,General Acute Care,505,Parnassus Avenue,San Francisco,CA,94143,San Francisco,OB12476,UCSF MEDICAL CENTER,NullValue,NullValue,NullValue,505 Parnassus Avenue,NullValue,San Francisco,CA,94143,4153538645,NullValue,4153538645,1917/01/01 00:00:00+00,1800/01/01 00:00:00+00,37.763106,-122.457822,"505, Parnassus Avenue, San Francisco, CA, 94143","505 Parnassus Avenue, San Francisco, CA 94143",,,,CSMIP,58257,CSMIP,58257,Coastal Region,PCARROLL,Patrick Carroll,9169952073,SGROSS,Shane Gross,5109672305,JTRUMBAUER,Joshua Trumbauer,9164408332,11,19,11,430,RGEORGE,Richard George,9166283996,SACPT1,PT Intake Sac,SACPT2,PT Closure Sac,Coastal Region,N,650
-13607397.0643626,4597974.26694052,549,12525,A,Sutter Solano Medical Center,General Acute Care,300,Hospital Dr,Vallejo,CA,94589,Solano,OB12525,Sutter Solano Medical Center,NullValue,NullValue,NullValue,300 Hospital Drive,NullValue,Vallejo,CA,94590,7075545320,NullValue,7074668333,1946/01/01 00:00:00+00,1800/01/01 00:00:00+00,38.1311836,-122.2373276,"300, Hospital Dr, Vallejo, CA, 94589","300 Hospital Dr, Vallejo, CA 94589",,,,,,,,North Region,KPOTTER,Keith Potter,5109672043,BSTARKMAN,Bruce Starkman,9165918865,MMEISEL-KLEBSCH,Michel Meisel-Klebsch,9164408358,3,11,8,500,CPONCE,Cesar Ponce,6509062134,SACPT1,PT Intake Sac,SACPT2,PT Closure Sac,North Region,N,652
-13159760.58627,4056298.42144452,552,12551,A,USC Verdugo Hills Hospital,General Acute Care,1812,Verdugo Blvd.,Glendale,CA,91208,Los Angeles,OB12551,USC VERDUGO HILLS HOSPITAL,NullValue,NullValue,NullValue,1812 VERDUGO BOULEVARD,NullValue,GLENDALE,CA,91208,8187907100,NullValue,NullValue,1972/12/08 00:00:00+00,1800/01/01 00:00:00+00,34.2045288,-118.2161407,"1812, Verdugo Blvd., Glendale, CA, 91208","1812 Verdugo Blvd., Glendale, CA 91208",,,,,,,,North Los Angeles Region,JHARRISON,Jason Harrison,6192486295,BLIAO,Ben Liao,9162082550,SFOLEY,Shawn Foley,2136202522,25,44,30,210,MBERNARD,Matthew Bernard,9165297741,LAPT1,PT Intake LA,LAPT2,PT Closure LA,North Los Angeles Region,N,655
-13116588.1047531,3992640.16177808,553,12573,A,Foothill Regional Medical Center,General Acute Care,14662,Newport Ave,Tustin,CA,92780,Orange,OB12573,FOOTHILL REGIONAL MEDICAL CENTER,NullValue,NullValue,NullValue,14662 Newport Ave,NullValue,Tustin,CA,92780,7143426531,NullValue,7145640280,1970/05/06 00:00:00+00,1800/01/01 00:00:00+00,33.7302628,-117.8283157,"14662, Newport Ave, Tustin, CA, 92780","14662 Newport Ave, Tustin, CA 92780",,,,,,,,South Los Angeles Region,JFARAG,Joseph Farag,9165484443,HLI,Haoping Li,7146049713,MFONG1,Melvin Fong,2136206509,37,73,40,301,RCHANDLER,Ray Chandler,9168094333,LAPT1,PT Intake LA,LAPT2,PT Closure LA,South Los Angeles Region,N,656
-13147153.576014,4013295.35435241,554,12575,A,College Hospital,Acute Psychiatric Hospital,10802,College Pl,Cerritos,CA,90703,Los Angeles,OB12575,COLLEGE HOSPITAL CERRITOS,NullValue,NullValue,NullValue,10802 College Pl,NullValue,Cerritos,CA,90703,5629249581,NullValue,5624022218,1974/04/14 00:00:00+00,1800/01/01 00:00:00+00,33.8844376,-118.10289,"10802, College Pl, Cerritos, CA, 90703","10802 College Pl, Cerritos, CA 90703",,,,,,,,South Los Angeles Region,RGALLAWAY,Ron Gallaway,2138421647,TCHIU,Thomas Chiu,9096311605,MFONG1,Melvin Fong,2136206509,36,67,45,119,RCHANDLER,Ray Chandler,9168094333,LAPT1,PT Intake LA,LAPT2,PT Closure LA,South Los Angeles Region,N,657
-13279978.356032,4345764.61655184,557,12601,A,Kaweah Health Medical Center,General Acute Care,400,West Mineral King,Visalia,CA,93291,Tulare,OB12601,KAWEAH HEALTH MEDICAL CENTER,NullValue,NullValue,NullValue,400 West Mineral King,NullValue,Visalia,CA,93291,5596242331,NullValue,5596244021,1969/06/22 00:00:00+00,1800/01/01 00:00:00+00,36.3273963,-119.2960753,"400, West Mineral King, Visalia, CA, 93291","400 West Mineral King, Visalia, CA 93291",,,,,,,,Central Region,BBIGGAR,Bruce Biggar,6615290858,DMAYER,Douglas Mayer,9165297701,LDEARMON,Loren DeArmond,9167529087,12,32,21,531,KJANSEN,Kip Jansen,9162020047,SACPT1,PT Intake Sac,SACPT2,PT Closure Sac,Central Region,N,660
-13666938.9545492,4643255.77199937,561,12645,A,"Aurora Behavioral Healthcare-Santa Rosa, LLC",Acute Psychiatric Hospital,1287,Fulton Rd,Santa Rosa,CA,95401,Sonoma,OB12645,"AURORA BEHAVIORAL HEALTHCARE-SANTA ROSA, LLC",NullValue,NullValue,NullValue,1287 Fulton Road,NullValue,Santa Rosa,CA,95401,7075422771,NullValue,NullValue,1994/08/02 00:00:00+00,1800/01/01 00:00:00+00,38.4504471,-122.7722015,"1287, Fulton Rd, Santa Rosa, CA, 95401","1287 Fulton Rd, Santa Rosa, CA 95401",,,,,,,,North Region,KPOTTER,Keith Potter,5109672043,BSTARKMAN,Bruce Starkman,9165918865,KKORFF,Kimberly Korff,9169957404,2,2,2,514,CPONCE,Cesar Ponce,6509062134,SACPT1,PT Intake Sac,SACPT2,PT Closure Sac,North Region,N,664
-12958207.186032,3997244.18840963,562,12662,A,Eisenhower Medical Center,General Acute Care,39000,Bob Hope Dr,Rancho Mirage,CA,92270,Riverside,OB12662,Eisenhower Medical Center,NullValue,NullValue,NullValue,39-000 Bob Hope Drive,NullValue,Rancho Mirage,CA,92270,7603403911,NullValue,7607731449,1971/12/27 00:00:00+00,1800/01/01 00:00:00+00,33.7646523,-116.4055557,"39000, Bob Hope Dr, Rancho Mirage, CA, 92270","39000 Bob Hope Dr, Rancho Mirage, CA 92270",,,,,,,,South Region,EMARQUEZ,Eduardo Marquez,9162842235,EHILKEY,Erik Hilkey,9165297736,DMARTIN,Dean Martin,2138421213,19,47,41,324,MMARRS,Michael Marrs,9162842672,LAPT1,PT Intake LA,LAPT2,PT Closure LA,South Region,N,665
-13637403.6895158,4512902.04196977,564,12678,A,AHMC Seton Medical Center Coastside,General Acute Care,600,Marine Blvd.,Moss Beach,CA,94038,San Mateo,OB12678,AHMC SETON MEDICAL CENTER COASTSIDE,NullValue,NullValue,NullValue,600 Marine Boulevard,NullValue,Moss Beach,CA,94038,6509916000,NullValue,NullValue,1971/01/01 00:00:00+00,1800/01/01 00:00:00+00,37.5275803,-122.5068817,"600, Marine Blvd., Moss Beach, CA, 94038","600 Marine Blvd., Moss Beach, CA 94038",,,,,,,,Coastal Region,PCARROLL,Patrick Carroll,9169952073,IKHARITO,Igor Kharitonoff,6502233971,JTRUMBAUER,Joshua Trumbauer,9164408332,13,23,16,454,RGEORGE,Richard George,9166283996,SACPT1,PT Intake Sac,SACPT2,PT Closure Sac,Coastal Region,N,667
-13032357.0543216,3844619.69314205,565,12741,A,Paradise Valley Hospital D/P APH Bayview Behavioral Health,Acute Psychiatric Hospital,330,Moss Street,Chula Vista,CA,91911,San Diego,OB12741,Bayview Hospital And Mental Health System,NullValue,NullValue,NullValue,330 Moss Street,NullValue,Chula Vista,CA,91911,6194264659,NullValue,,1977/11/30 00:00:00+00,1800/01/01 00:00:00+00,32.6173248,-117.0716553,"330, Moss Street, Chula Vista, CA, 91911","330 Moss Street, Chula Vista, CA 91911",,,,,,,,South Region,TSHANKS,Thomas Shanks,8184706934,CCHU,Chung-Chi Chu,2138048741,DSUMMERS,Donald Summers,2138048188,18,80,52,401,MMARRS,Michael Marrs,9162842672,LAPT1,PT Intake LA,LAPT2,PT Closure LA,South Region,N,668
-13184583.0850009,4026410.69465376,567,12744,A,Cedars-Sinai Marina Del Rey Hospital,General Acute Care,4650,Lincoln Blvd,Marina Del Rey,CA,90292,Los Angeles,OB12744,CEDARS-SINAI MARINA DEL REY HOSPITAL,NullValue,NullValue,NullValue,4650 Lincoln Blvd,NullValue,Marina Del Rey,CA,90291,3108238911,NullValue,3105747854,1970/04/17 00:00:00+00,1800/01/01 00:00:00+00,33.982189,-118.439125,"4650, Lincoln Blvd, Marina Del Rey, CA, 90292","4650 Lincoln Blvd, Marina Del Rey, CA 90292",,,,,,,,North Los Angeles Region,RROBERTS,Robb Roberts,2135980896,BLIAO,Ben Liao,9162082550,WMOSS,William Moss,2138421655,28,55,36,162,MBERNARD,Matthew Bernard,9165297741,LAPT1,PT Intake LA,LAPT2,PT Closure LA,North Los Angeles Region,N,670
-13103224.8121405,3976292.74295254,568,12755,A,Memorialcare Saddleback Medical Center,General Acute Care,24451,Health Center Dr.,Laguna Hills,CA,92653,Orange,OB12755,MEMORIALCARE SADDLEBACK MEDICAL CENTER,NullValue,NullValue,NullValue,24451 Health Center Drive,NullValue,Laguna Hills,CA,92653,9494523792,NullValue,9494523430,1974/01/27 00:00:00+00,1800/01/01 00:00:00+00,33.6080454,-117.7082712,"24451, Health Center Dr., Laguna Hills, CA, 92653","24451 Health Center Dr., Laguna Hills, CA 92653",,,,,,,,South Los Angeles Region,JFARAG,Joseph Farag,9165484443,HLI,Haoping Li,7146049713,MFONG1,Melvin Fong,2136206509,38,72,40,296,RCHANDLER,Ray Chandler,9168094333,LAPT1,PT Intake LA,LAPT2,PT Closure LA,South Los Angeles Region,N,671
-13057716.3133732,4092128.86811438,569,12763,A,Desert Valley Hospital,General Acute Care,16850,Bear Valley Rd.,Victorville,CA,92395,San Bernardino,OB12763,DESERT VALLEY HOSPITAL,NullValue,NullValue,NullValue,16850 Bear Valley Road,NullValue,Victorville,CA,92395,NullValue,NullValue,NullValue,1994/08/31 00:00:00+00,1800/01/01 00:00:00+00,34.4703064,-117.2994614,"16850, Bear Valley Rd., Victorville, CA, 92395","16850 Bear Valley Rd., Victorville, CA 92395",,,,,,,,South Region,MLOLLIS,Michael Lollis,9167201230,EHILKEY,Erik Hilkey,9165297736,DMARTIN,Dean Martin,2138421213,23,34,23,378,MMARRS,Michael Marrs,9162842672,LAPT1,PT Intake LA,LAPT2,PT Closure LA,South Region,N,672
-13273611.8496382,4267944.29106052,570,12765,A,Adventist Health Delano,General Acute Care,1401,Garces Hwy,Delano,CA,93215,Kern,OB12765,ADVENTIST HEALTH DELANO,NullValue,NullValue,NullValue,1401 Garces Highway,NullValue,Delano,CA,93215,6617254800,NullValue,NullValue,1974/01/01 00:00:00+00,1800/01/01 00:00:00+00,35.7621613,-119.238884,"1401, Garces Hwy, Delano, CA, 93215","1401 Garces Hwy, Delano, CA 93215",,,,,,,,Central Region,BBIGGAR,Bruce Biggar,6615290858,DMAYER,Douglas Mayer,9165297701,LDEARMON,Loren DeArmond,9167529087,16,35,22,76,KJANSEN,Kip Jansen,9162020047,SACPT1,PT Intake Sac,SACPT2,PT Closure Sac,Central Region,N,673
-13825212.8618437,5127261.66452076,571,12784,A,Sutter Coast Hospital,General Acute Care,800,East Washington Blvd.,Crescent City,CA,95531,Del Norte,OB12784,Sutter Coast Hospital,NullValue,NullValue,NullValue,800 East Washington Boulevard,NullValue,Crescent City,CA,95531,7074648511,NullValue,7074648941,1946/01/01 00:00:00+00,1800/01/01 00:00:00+00,41.7745094,-124.1940002,"800, East Washington Blvd., Crescent City, CA, 95531","800 East Washington Blvd., Crescent City, CA 95531",,,,CSMIP,99269,CSMIP,99261,North Region,THO,Tony Ho,9162013281,BSTARKMAN,Bruce Starkman,9165918865,KKORFF,Kimberly Korff,9169957404,2,2,2,46,CPONCE,Cesar Ponce,6509062134,SACPT1,PT Intake Sac,SACPT2,PT Closure Sac,North Region,N,674
-13153739.0144504,4013281.06000343,572,12787,A,Kindred Hospital Paramount,General Acute Care,16453,S. Colorado Ave.,Paramount,CA,90723,Los Angeles,OB12787,KINDRED HOSPITAL PARAMOUNT,NullValue,NullValue,NullValue,16453 So. Colorado Avenue,NullValue,Paramount,CA,90723,5625313110,NullValue,5624082048,1971/11/11 00:00:00+00,1800/01/01 00:00:00+00,33.884331,-118.162048,"16453, S. Colorado Ave., Paramount, CA, 90723","16453 S. Colorado Ave., Paramount, CA 90723",,,,,,,,South Los Angeles Region,RGALLAWAY,Ron Gallaway,2138421647,TCHIU,Thomas Chiu,9096311605,MFONG1,Melvin Fong,2136206509,33,62,44,180,RCHANDLER,Ray Chandler,9168094333,LAPT1,PT Intake LA,LAPT2,PT Closure LA,South Los Angeles Region,N,675
